id_no;start;end;today;simserial;subscriberid;deviceid;location;_location_latitude;_location_longitude;_location_altitude;_location_precision;region_name;district_name;ward_name;subward_name;photo_before;photo_during;photo_after;acessibility;no_reasons;yes_no;weather;sediment;vegetation_cover;site;photo_north;photo_east;photo_south;photo_west;additional_observation;_id;_uuid;_submission_time;_validation_status;_index;sample_id;field_sampler_names;field_sampler_names_other;date_collected;tester_name;tester_name_other;date_analysis;weigh_sieves_top;mass_4_75_sieve_top;mass_2_36_sieve_top;mass_1_18_sieve_top;mass_0_6_sieve_top;mass_0_425_sieve_top;mass_0_3_sieve_top;mass_0_15_sieve_top;mass_0_075_sieve_top;mass_bottom_pan_top;top_sample_note;mass_beginning_top;mass_4_75_top;mass_4_75_top_soil_retained;mass_4_75_top_soil_retained_note;mass_2_36_top;mass_2_36_top_soil_retained;mass_2_36_top_soil_retained_note;mass_1_18_top;mass_1_18_top_soil_retained;mass_1_18_top_soil_retained_note;mass_0_6_top;mass_0_6_top_soil_retained;mass_0_6_top_soil_retained_note;mass_0_425_top;mass_0_425_top_soil_retained;mass_0_425_top_soil_retained_note;mass_0_3_top;mass_0_3_top_soil_retained;mass_0_3_top_soil_retained_note;mass_0_15_top;mass_0_15_top_soil_retained;mass_0_15_top_soil_retained_note;mass_0_075_top;mass_0_075_top_soil_retained;mass_0_075_top_soil_retained_note;mass_0_top;mass_0_top_soil_retained;mass_0_top_soil_retained_note;mass_soil_top;mass_soil_top_note;mass_loss_top_sample;percentage_mass_loss_top_sample;mass_loss_top_sample_note;weigh_sieves_bottom;mass_4_75_sieve_bottom;mass_2_36_sieve_bottom;mass_1_18_sieve_bottom;mass_0_6_sieve_bottom;mass_0_425_sieve_bottom;mass_0_3_sieve_bottom;mass_0_15_sieve_bottom;mass_0_075_sieve_bottom;mass_bottom_pan_bottom;bottom_sample_note;mass_beginning_bottom;mass_4_75_bottom;mass_4_75_bottom_soil_retained;mass_4_75_bottom_soil_retained_note;mass_2_36_bottom;mass_2_36_bottom_soil_retained;mass_2_36_bottom_soil_retained_note;mass_1_18_bottom;mass_1_18_bottom_soil_retained;mass_1_18_bottom_soil_retained_note;mass_0_6_bottom;mass_0_6_bottom_soil_retained;mass_0_6_bottom_soil_retained_note;mass_0_425_bottom;mass_0_425_bottom_soil_retained;mass_0_425_bottom_soil_retained_note;mass_0_3_bottom;mass_0_3_bottom_soil_retained;mass_0_3_bottom_soil_retained_note;mass_0_15_bottom;mass_0_15_bottom_soil_retained;mass_0_15_bottom_soil_retained_note;mass_0_075_bottom;mass_0_075_bottom_soil_retained;mass_0_075_bottom_soil_retained_note;mass_0_bottom;mass_0_bottom_soil_retained;mass_0_bottom_soil_retained_note;mass_soil_bottom;mass_soil_bottom_note;mass_loss_bottom_sample;percentage_mass_loss_bottom_sample;mass_loss_bottom_sample_note;_id;_uuid;_submission_time;_validation_status;_index
332;2018-11-23T12:44:04.636+03;2018-11-23T14:59:05.196+03;2018-11-23;8.92550204139952E+018;640021071951801;353614096259289;-6.9491438907997605 39.078503251075745 0.0 0.0;-6.9491438908;39.0785032511;0;0;pwani;kisarawe;Vigami;Relini;1542974064688.jpg;1542974158168.jpg;1542974208358.jpg;yes;;no;dry;loose;medium;rural;1542974252473.jpg;1542974284191.jpg;1542974314617.jpg;1542974338703.jpg;;428;b11eff5e-68bc-417b-a75a-fa877ab4f7d5;2018-11-25T13:20:56;;335;332;Swaumu_Nuru;;2018-11-23;other;Sia Saronga and Abubakari Rajabu;2018-12-04;;513;492;488;495;461;451;437;350;371;;500;517;4;;513;21;;497;9;;507;12;;623;162;;585;134;;523;86;;379;29;;383;12;;469;;31;0.062;;;516;500;518;494;498;463;443;350;372;;500;518;2;;500;0;;535;17;;673;179;;643;145;;528;65;;510;67;;363;13;;374;2;;490;;10;0.02;;850;3fc2ab92-83f8-451e-bc5e-8719cca3d680;2018-12-04T13:38:08;;297
333;2018-11-23T12:46:24.105+03;2018-11-23T14:36:03.651+03;2018-11-23;8.92550204139952E+018;640021071951801;353614096259289;-6.9492317534673305 39.09703731536865 0.0 0.0;-6.9492317535;39.0970373154;0;0;pwani;kisarawe;Buyuni;Buyuni;1542972707589.jpg;1542972835779.jpg;1542972900124.jpg;yes;;yes;dry;loose;high;rural;1542972460184.jpg;1542972474430.jpg;1542972615245.jpg;1542972657627.jpg;;429;5eb12a27-07a2-4798-bf26-b17b76225e62;2018-11-25T13:21:45;;336;333;Swaumu_Nuru;;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-14;;513;492;488;495;461;451;437;350;371;;500;564;51;;569;77;;561;73;;632;137;;542;81;;472;21;;479;42;;364;14;;375;4;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;538;22;;524;24;;567;49;;619;125;;596;98;;584;121;;485;42;;357;7;;377;5;;493;;7;0.014;;1256;6c35a312-b699-435e-ac46-65449f6ea854;2018-12-15T11:46:07;;533
392;2018-11-23T11:31:49.589+03;2018-11-23T11:39:40.383+03;2018-11-23;8.92550204162823E+018;640021094823433;355938094481142;-6.904051666666668 39.01854 177.9 1.9;-6.9040516667;39.01854;177.9;1.9;pwani;kisarawe;Kisarawe;Kisarawe;1542962001940.jpg;1542962066992.jpg;1542962219041.jpg;yes;;yes;dry;loose;low;rural;1542962140483.jpg;1542962149844.jpg;1542962159523.jpg;1542962170135.jpg;;430;894b8603-8c95-448d-90d2-b0815303e2af;2018-11-25T19:22:58;;337;392;Frank_Kupaza;;2018-11-23;Sia_Wilfred;;2018-11-27;;513;492;494;495;461;452;437;351;371;;500;518;5;;518;26;;552;58;;643;148;;548;87;;506;54;;450;13;;352;1;;371;0;;392;;108;0.216;;;517;500;518;493;493;463;443;350;372;;500;520;3;;530;30;;611;93;;696;203;;570;77;;521;58;;474;31;;354;4;;373;1;;500;;0;0;;542;8ddbc0c8-2ae7-4ac2-ad07-332085f01e4d;2018-11-27T11:48:11;;158
391;2018-11-23T11:58:32.034+03;2018-11-23T12:19:38.615+03;2018-11-23;8.92550204162823E+018;640021094823433;355938094481142;-6.909726512539777 38.98618698120117 0.0 0.0;-6.9097265125;38.9861869812;0;0;pwani;kisarawe;Kisarawe;Kisarawe;1542964608625.jpg;1542964660283.jpg;1542964683725.jpg;yes;;yes;dry;loose;low;rural;1542964708352.jpg;1542964716990.jpg;1542964727383.jpg;1542964739530.jpg;;431;8b2ac125-18dc-4391-8f0a-796caff4ea26;2018-11-25T19:24:29;;338;391;Deogratius_Salome;;2018-11-16;Sia_Wilfred;;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;515;2;;512;20;;557;69;;687;192;;583;122;;522;71;;457;20;;352;2;;372;1;;499;;1;0.002;;;516;500;518;494;498;463;443;350;372;;500;536;20;;538;38;;595;77;;670;176;;555;57;;493;30;;499;56;;393;43;;374;2;;499;;1;0.002;;768;18f22da0-fcfe-4b1b-92ec-c45047ca0093;2018-12-03T09:42:24;;251
360;2018-11-23T14:20:37.675+03;2018-11-23T15:28:39.102+03;2018-11-23;8.92550506039852E+018;640050639852309;353614091318981;-6.937614999999999 39.013373333333334 182.0 2.8;-6.937615;39.0133733333;182;2.8;pwani;kisarawe;Kazimzumbwi;Darajani;1542973952994.jpg;1542976105398.jpg;1542973983246.jpg;no;No roads;yes;dry;loose;low;rural;1542972265111.jpg;1542972282152.jpg;1542972298917.jpg;1542972315300.jpg;;432;f090a166-b321-4c63-8e2e-5895d47875a2;2018-11-26T03:52:00;;339;360;Rebeca_Ramadhani;;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-13;;513;492;488;495;461;451;437;350;371;;500;560;47;;554;62;;540;52;;580;85;;551;90;;524;73;;507;70;;365;15;;375;4;;498;;2;0.004;;;516;500;518;494;498;463;443;350;372;;500;523;7;;520;20;;543;25;;620;126;;617;119;;580;117;;497;54;;366;16;;378;6;;490;;10;0.02;;1227;1de593b3-ce62-419b-8697-e206b5beef09;2018-12-13T13:11:58;;516
393;2018-11-23T15:02:21.031+03;2018-11-23T15:07:04.254+03;2018-11-23;8.92550506039852E+018;640050639852309;353614091318981;-6.914434192115465 39.01987552642822 0.0 0.0;-6.9144341921;39.0198755264;0;0;pwani;kisarawe;Mwanelumango;Bondeni;1542974750877.jpg;;1542974762952.jpg;yes;;no;dry;loose;medium;rural;1542974784597.jpg;1542974794941.jpg;1542974806094.jpg;1542974820369.jpg;;433;483cef34-2bbb-4427-8cf2-d428b54b3a0d;2018-11-26T03:53:00;;340;393;Rebeca_Ramadhani;;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;554;41;;553;61;;570;82;;619;124;;533;72;;503;52;;479;42;;359;9;;374;3;;486;;14;0.028;;;516;500;518;494;498;463;443;350;372;;500;551;35;;533;33;;568;50;;624;130;;615;117;;564;101;;470;27;;356;6;;373;1;;500;;0;0;;927;04bbba3a-f6db-40a8-b7cd-59be36f2a9fb;2018-12-05T13:46:12;;337
394;2018-11-23T15:12:51.611+03;2018-11-23T23:45:54.155+03;2018-11-23;8.92550506039852E+018;640050639852309;353614091318981;-6.912793965187959 39.044036865234375 0.0 0.0;-6.9127939652;39.0440368652;0;0;pwani;kisarawe;Kisarawe;Mashambani;1542975283858.jpg;1542975324932.jpg;1542975392540.jpg;no;No pedestrian walkways;yes;dry;loose;low;rural;1542975510049.jpg;1543005928650.jpg;1542975561713.jpg;1543005947994.jpg;;434;3b5fa741-8d98-4856-b37d-d5c527930fcc;2018-11-26T03:55:12;;341;394;Rebeca_Ramadhani;;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-13;;513;492;488;495;461;451;437;350;371;;500;530;17;;523;31;;495;7;;621;126;;612;151;;538;87;;500;63;;364;14;;375;4;;500;;0;0;;;516;500;518;494;498;463;443;350;372;;500;521;5;;507;7;;522;4;;604;110;;578;80;;523;60;;531;88;;490;140;;377;5;;499;;1;0.002;;1230;38263fb8-342f-46e8-b7c1-f137ba0dc30f;2018-12-13T13:12:03;;519
424;2018-11-23T11:51:53.360+03;2018-11-23T12:02:30.155+03;2018-11-23;8.92550506048918E+018;640050648917673;355938094600683;-6.892541666666666 39.02645166666667 187.6 1.4;-6.8925416667;39.0264516667;187.6;1.4;pwani;kisarawe;Kisarawe;Visegere;1542963269699.jpg;1542963290467.jpg;1542963394896.jpg;no;No path;yes;dry;loose;medium;rural;1542963465162.jpg;1542963489765.jpg;1542963500072.jpg;1542963511160.jpg;;456;4cd93ffc-1fcd-4609-bac5-f23329829432;2018-11-26T08:34:16;;342;424;other;Gwau and Anna;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;515;2;;496;4;;497;9;;616;121;;584;123;;536;85;;490;53;;361;11;;374;3;;411;;89;0.178;;;516;500;518;494;498;463;443;350;372;;500;519;3;;504;4;;542;24;;603;109;;615;117;;596;133;;534;91;;365;15;;375;3;;499;;1;0.002;;915;6e12f160-0d12-41cd-beff-ad6403e9cf42;2018-12-05T11:41:59;;325
390;2018-11-23T14:24:01.422+03;2018-11-23T14:28:33.129+03;2018-11-23;8.92550204162823E+018;640021094823433;355938094481142;-6.90682945565365 38.973398208618164 0.0 0.0;-6.9068294557;38.9733982086;0;0;pwani;kisarawe;Kisarewe;Kisarawe;1542972350897.jpg;1542972396608.jpg;1542972473021.jpg;yes;;yes;wet;consolidated;low;rural;1542972430766.jpg;1542972437732.jpg;1542972444817.jpg;1542972452790.jpg;;484;f820c022-d3ce-422b-a4db-bba6eeaae12c;2018-11-26T10:21:08;;343;390;other;Frank and salome;2018-11-14;other;Sia Saronga and Abubakari Rajabu;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;529;16;;555;63;;594;106;;558;63;;492;31;;474;23;;458;21;;364;14;;376;5;;342;;158;0.316;;;516;500;518;494;498;463;443;350;372;;417;550;34;;570;70;;593;75;;599;105;;545;47;;500;37;;471;28;;359;9;;376;4;;409;;8;0.0191846523;;783;3f017d30-eda2-4503-abfe-ce52bc080e4c;2018-12-03T14:06:49;;264
389;2018-11-23T14:32:44.927+03;2018-11-23T14:37:01.689+03;2018-11-23;8.92550204162823E+018;640021094823433;355938094481142;-6.917693327422526 38.95623207092285 0.0 0.0;-6.9176933274;38.9562320709;0;0;pwani;kisarawe;Kisarawe;Kisarawe;1542972878311.jpg;1542972912563.jpg;1542972950455.jpg;yes;;yes;dry;consolidated;low;rural;1542972936779.jpg;1542972966659.jpg;1542972974337.jpg;1542972990205.jpg;;485;3bf7fe4f-f49d-47df-a223-c09047470849;2018-11-26T10:22:26;;344;389;Rebeca_Ramadhani;;2018-11-22;other;Sia Saronga and  Abubakari Rajabu;2018-12-03;;513;492;488;495;461;451;437;350;371;;500;549;36;;559;67;;566;78;;612;117;;534;73;;510;59;;484;47;;362;12;;376;5;;494;;6;0.012;;;516;500;518;494;498;463;443;350;372;;500;536;20;;540;40;;590;72;;622;128;;574;76;;530;67;;504;61;;382;32;;376;4;;500;;0;0;;820;35ab9943-ee48-4cf4-bc0d-ec228c9fe7cd;2018-12-04T09:59:36;;272
388;2018-11-23T14:39:39.328+03;2018-11-23T15:49:41.540+03;2018-11-23;8.92550204162823E+018;640021094823433;355938094481142;-6.914668509783155 38.94232749938965 0.0 0.0;-6.9146685098;38.9423274994;0;0;pwani;kisarawe;Kisarawe;Kisarawe;1542977266485.jpg;1542977277895.jpg;1542977348305.jpg;yes;;yes;dry;loose;low;rural;1542977295513.jpg;1542977303769.jpg;1542977312420.jpg;1542977320486.jpg;;486;50866a1d-c390-4893-8ef3-1dd0e1b714fc;2018-11-26T10:31:54;;345;388;Rebeca_Ramadhani;;2018-11-19;Sia_Wilfred;;2018-12-03;;513;492;488;495;461;451;437;350;371;;442;520;7;;499;7;;520;32;;628;133;;566;105;;525;74;;499;62;;366;16;;372;1;;437;;5;0.0113122172;;;516;500;518;494;498;463;443;350;372;;491;518;2;;506;6;;552;34;;616;122;;592;94;;567;104;;530;87;;381;31;;379;7;;487;;4;0.0081466395;;771;66a3d517-26d4-4f95-9c54-a445e2e949c8;2018-12-03T09:42:30;;254
459;2018-11-26T13:37:50.801+03;2018-11-23T13:43:27.905+03;2018-11-26;8.92550204165704E+018;640021097704257;352193094724363;-6.875258907694004 39.043564796447754 0.0 0.0;-6.8752589077;39.0435647964;0;0;dar_es_salaam;kisarawe;Kisarawe;Kisarawe;;;;yes;;no;dry;loose;medium;rural;;;;;;487;464e5e6d-f51e-44a5-be67-4b8321145431;2018-11-26T10:43:40;;346;459;other;Baraka;2019-01-19;other;Sia Saronga and Abubakari Rajab;2019-01-29;;513;492;494;495;461;452;437;351;371;;500;517;4;;500;8;;505;11;;644;149;;602;141;;529;77;;527;90;;365;14;;376;5;;499;;1;0.002;;;517;500;518;493;493;463;443;350;372;;500;523;6;;517;17;;529;11;;667;174;;634;141;;523;60;;501;58;;373;23;;376;4;;494;;6;0.012;;1456;26ebd251-7e7c-440f-9ae8-55fc1a27c6d9;2019-01-30T11:53:43;;706
188;2018-11-26T16:47:25.188+03;2018-11-26T17:05:33.547+03;2018-11-26;8.92550441057972E+018;640044157972090;352131092702700;-7.020352508555135 38.94159525632858 0.0 0.0;-7.0203525086;38.9415952563;0;0;pwani;kisarawe;Kitunda;Kitunda;1543240640543.jpg;1543240654764.jpg;1543240668752.jpg;no;It's a dense forest, no foot passage;no;dry;loose;medium;rural;1543240802724.jpg;1543240818265.jpg;1543240838642.jpg;1543240858564.jpg;The point was taken along the forest ,because even the 500m falls into the forest.;497;4d63def5-f2d8-4fa5-b3d1-13262216a7b8;2018-11-26T14:13:41;;347;188;other;Jackson and Anna ;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-15;;513;492;488;495;461;451;437;350;371;;500;513;0;;494;2;;500;12;;558;63;;621;160;;527;76;;506;69;;354;4;;373;2;;388;;112;0.224;;;516;500;518;494;498;463;443;350;372;;500;516;0;;500;0;;529;11;;633;139;;598;100;;537;74;;503;60;;461;111;;373;1;;496;;4;0.008;;1280;fcccd72e-d6c3-4678-88c5-fe56f70f42de;2018-12-15T13:16:59;;557
423;2018-11-23T12:19:16.643+03;2018-11-23T12:24:16.319+03;2018-11-23;8.92550506048918E+018;640050648917673;355938094600683;-6.882383333333333 38.988278333333334 166.5 1.8;-6.8823833333;38.9882783333;166.5;1.8;pwani;kisarawe;Kisarawe;Madukani;1542964853908.jpg;1542964942896.jpg;1542964959829.jpg;no;No path;yes;dry;consolidated;medium;rural;1542965013139.jpg;1542965025932.jpg;1542965037145.jpg;1542965049716.jpg;;498;4f9abd5d-4f63-4199-99bc-1c6470f0df24;2018-11-26T14:16:07;;348;423;other;Anna and Gwau;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;514;1;;494;2;;505;17;;578;83;;584;123;;603;152;;534;97;;367;17;;374;3;;495;;5;0.01;;;516;500;518;494;498;463;443;350;372;;500;520;4;;504;4;;543;25;;604;110;;641;143;;589;126;;505;62;;366;16;;374;2;;492;;8;0.016;;925;8443ebf3-08b8-49b3-9f25-cb678d87f723;2018-12-05T13:46:09;;335
422;2018-11-23T12:29:28.822+03;2018-11-23T12:34:20.068+03;2018-11-23;8.92550506048918E+018;640050648917673;355938094600683;-6.877411666666665 38.97148666666667 175.7 5.4;-6.8774116667;38.9714866667;175.7;5.4;pwani;kisarawe;Kisarawe;Madukani;1542965413546.jpg;1542965460366.jpg;1542965525267.jpg;no;No path, a bit of forest;yes;dry;consolidated;medium;rural;1542965628514.jpg;1542965636286.jpg;1542965643821.jpg;1542965653592.jpg;;499;68bb407c-85de-4da5-942c-f2ee5a21da7e;2018-11-26T14:21:20;;349;422;other;Anna and Gwau;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;513;0;;494;2;;493;5;;580;85;;570;109;;553;102;;511;74;;374;24;;374;3;;404;;96;0.192;;;516;500;518;494;498;463;443;350;372;;500;519;3;;507;7;;543;25;;634;140;;636;138;;565;102;;512;69;;361;11;;375;3;;498;;2;0.004;;922;86d9e11d-8ef9-4867-91d5-8fb34f599ff7;2018-12-05T13:46:05;;332
421;2018-11-23T12:39:49.873+03;2018-11-23T12:43:02.361+03;2018-11-23;8.92550506048918E+018;640050648917673;355938094600683;-6.877195 38.951431666666664 181.5 1.6;-6.877195;38.9514316667;181.5;1.6;pwani;kibaha;Mpiji;Mpiji Relini;1542966057622.jpg;1542966078371.jpg;1542966121943.jpg;no;There is no path and it is forestry;yes;dry;loose;medium;rural;1542966146931.jpg;1542966155383.jpg;1542966169790.jpg;1542966177445.jpg;;500;ac8a5f23-d79a-4713-8e8e-e15656b1daaa;2018-11-26T14:27:05;;350;421;other;Anna and Gwau;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;517;4;;497;5;;515;27;;608;113;;580;119;;568;117;;525;88;;369;19;;374;3;;495;;5;0.01;;;516;500;518;494;498;463;443;350;372;;500;523;7;;513;13;;549;31;;640;146;;620;122;;569;106;;500;57;;360;10;;375;3;;495;;5;0.01;;924;da6cf1db-41b8-42a8-8237-0a0a5027ba24;2018-12-05T13:46:08;;334
420;2018-11-23T12:48:08.000+03;2018-11-26T11:28:53.480+03;2018-11-23;8.92550506048918E+018;640050648917673;355938094600683;-6.875385 38.936013333333335 178.2 1.6;-6.875385;38.9360133333;178.2;1.6;pwani;kibaha;Mpiji;Mpiji;1542966547251.jpg;1542966571693.jpg;1542966618350.jpg;no;No path to the point;yes;dry;consolidated;medium;rural;1542966694553.jpg;1542966706505.jpg;1542966718667.jpg;1542966728242.jpg;;501;ec19d26b-d0bd-4a1d-963c-f563fa35cabe;2018-11-26T14:32:59;;351;420;other;Anna and Gwau;2018-11-23;other;Sia Saronga and Abubakari Rajab;2018-12-05;;513;492;488;495;461;451;437;350;371;;500;514;1;;493;1;;509;21;;597;102;;567;106;;571;120;;546;109;;377;27;;377;6;;493;;7;0.014;;;516;500;518;494;498;463;443;350;372;;500;525;9;;516;16;;564;46;;652;158;;598;100;;565;102;;499;56;;361;11;;374;2;;500;;0;0;;923;15403cd5-b62c-41f5-b28e-6551da84cf63;2018-12-05T13:46:06;;333
425;2018-11-26T13:15:53.948+03;2018-11-26T13:22:29.525+03;2018-11-26;8.92550506048918E+018;640050648917673;355938094600683;-6.99751 38.97101833333333 250.0 1.6;-6.99751;38.9710183333;250;1.6;pwani;kisarawe;Kisanga;Kisanga;1543227442017.jpg;1543227459300.jpg;1543227700944.jpg;no;The area is a bit Forestry and there is no path to the point.;yes;wet;consolidated;medium;rural;1543227619170.jpg;1543227630934.jpg;1543227646808.jpg;1543227659141.jpg;;502;b6405ba2-e2fe-4485-aca1-74372ea5a47a;2018-11-26T14:38:37;;352;425;other;Baraka and Monica;2018-11-23;other;Sia Saronga & Abubakari Rajabu;2018-11-29;;513;492;488;495;461;451;437;350;371;;500;602;89;;569;77;;592;104;;601;106;;514;53;;487;36;;465;28;;358;8;;373;2;;503;;-3;-0.006;;;517;500;518;494;493;463;443;350;372;;500;694;177;;604;104;;603;85;;555;61;;516;23;;481;18;;462;19;;357;7;;373;1;;495;;5;0.01;;673;cc804844-3d3c-41ff-92a1-ae3e665d7edc;2018-11-29T13:33:42;;215
224;2018-11-26T13:43:43.951+03;2018-11-26T13:48:56.392+03;2018-11-26;8.92550506048918E+018;640050648917673;355938094600683;-7.0024983333333335 38.951575000000005 222.5 1.7;-7.0024983333;38.951575;222.5;1.7;pwani;kisarawe;Kitunda;Kitunda;1543229178280.jpg;1543229200292.jpg;1543229247579.jpg;yes;;yes;dry;loose;medium;rural;1543229278963.jpg;1543229289757.jpg;1543229309968.jpg;1543229325414.jpg;;503;70e020a4-a904-486f-a749-540f885ba493;2018-11-26T14:44:40;;353;224;other;Anna and Jackson;2018-12-03;other;Sia Saronga and Abubakari Rajab;2018-12-20;;513;492;488;495;461;451;437;350;371;;500;536;23;;585;93;;616;128;;620;125;;495;34;;479;28;;490;53;;354;4;;373;2;;490;;10;0.02;;;516;500;518;494;498;463;443;350;372;;500;560;44;;532;32;;519;1;;619;125;;560;62;;538;75;;598;155;;355;5;;372;0;;499;;1;0.002;;1381;ea1535f7-84c8-4d07-a92b-a75871070605;2018-12-21T03:25:44;;632
189;2018-11-26T13:56:23.061+03;2018-11-26T14:02:39.597+03;2018-11-26;8.92550506048918E+018;640050648917673;355938094600683;-7.004288333333333 38.94920333333334 213.3 1.8;-7.0042883333;38.9492033333;213.3;1.8;pwani;kisarawe;Kitunda;Kitunda;1543229941216.jpg;1543229965819.jpg;1543230078877.jpg;no;There is no path to the point ;yes;dry;loose;medium;rural;1543230108168.jpg;1543230117103.jpg;1543230134149.jpg;1543230154174.jpg;;504;c168b349-4941-4ba5-a50a-cc05effd48ed;2018-11-26T14:50:12;;354;189;other;Jackson and Anna;2018-12-05;other;Sia Saronga and Abubakari Rajab;2018-12-15;;513;492;488;495;461;451;437;350;371;;500;514;1;;507;15;;532;44;;600;105;;557;96;;517;66;;458;21;;359;9;;380;9;;366;;134;0.268;;;516;500;518;494;498;463;443;350;372;;500;516;0;;507;7;;520;2;;590;96;;603;105;;546;83;;598;155;;390;40;;375;3;;491;;9;0.018;;1288;10978af0-1851-45a2-a5b2-f90dbb333244;2018-12-15T13:57:37;;565
291;2018-11-26T12:31:20.948+03;2018-11-26T12:36:28.105+03;2018-11-26;8.92550204139952E+018;640021071951801;353614096259289;-6.969201666666667 38.94615666666667 240.5 2.7;-6.9692016667;38.9461566667;240.5;2.7;pwani;kisarawe;Kifuru;Kifuru;1543224748811.jpg;1543224767248.jpg;1543224905123.jpg;no;The dropped point was located inside the forest so we moved 500m north part;yes;dry;loose;high;rural;1543224843035.jpg;1543224854452.jpg;1543224863315.jpg;1543224872134.jpg;;505;10107c6a-42c3-46b8-9f76-84e7bd7b7be0;2018-11-26T16:16:41;;355;291;Swaumu_Nuru;;2018-11-26;Sia_Wilfred;;2018-11-27;;513;492;494;495;461;452;427;351;371;;500;514;1;;495;3;;507;13;;669;174;;596;135;;540;88;;506;79;;364;13;;375;4;;510;;-10;-0.02;;;517;500;518;493;493;463;443;350;372;;500;529;12;;561;61;;575;57;;611;118;;590;97;;560;97;;457;14;;390;40;;373;1;;497;;3;0.006;;534;56632467-3d95-4bfd-8c09-ae68c2379ffb;2018-11-27T08:01:59;;152
292;2018-11-26T12:43:22.176+03;2018-11-26T13:21:28.279+03;2018-11-26;8.92550204139952E+018;640021071951801;353614096259289;-6.966533333333333 38.95045833333334 236.6 3.0;-6.9665333333;38.9504583333;236.6;3;pwani;kisarawe;Kifuru;Kifuru;1543225444715.jpg;1543225454161.jpg;1543225464761.jpg;no;The dropped point was located inside the forest;yes;dry;loose;high;rural;1543225494594.jpg;1543225503100.jpg;1543225510463.jpg;1543225521302.jpg;;506;189b5f1d-7cf6-40c6-a176-0d8e342fa9ab;2018-11-26T16:21:23;;356;292;Swaumu_Nuru;;2018-11-26;Sia_Wilfred;;2018-11-30;;513;492;494;495;461;452;437;351;371;;500;519;6;;523;31;;526;32;;636;141;;586;125;;546;94;;493;56;;361;10;;373;2;;497;;3;0.006;;;517;500;518;493;493;463;443;350;372;;500;570;53;;597;97;;598;80;;650;157;;514;21;;501;38;;500;57;;345;-5;;373;1;;499;;1;0.002;;701;4efedf75-b776-4728-a8e4-77c3e604fa0d;2018-11-30T09:10:11;;217
293;2018-11-26T13:13:47.575+03;2018-11-26T13:18:52.434+03;2018-11-26;8.92550204139952E+018;640021071951801;353614096259289;-6.961709999999999 38.965875 205.2 2.6;-6.96171;38.965875;205.2;2.6;pwani;kisarawe;Kisarawe;Kifuru kola;1543227342170.jpg;1543227358538.jpg;1543227481226.jpg;no;There is no way to pass and the point was located inside the forest;yes;dry;loose;medium;rural;1543227421500.jpg;1543227433241.jpg;1543227446506.jpg;1543227459467.jpg;;507;7b96904f-75e3-4d8f-aa56-e55e74e05d1a;2018-11-26T16:42:32;;357;293;Swaumu_Nuru;;2018-11-26;Sia_Wilfred;;2018-11-27;;513;492;494;495;461;452;437;351;371;;500;517;4;;505;13;;539;45;;593;98;;530;69;;517;65;;502;65;;366;15;;376;5;;379;;121;0.242;;;517;500;518;493;493;463;443;350;372;;500;505;-12;;501;1;;525;7;;616;123;;701;208;;602;139;;517;74;;305;-45;;377;5;;500;;0;0;;535;488fdd4d-d8f6-4541-b123-917e90f7ce77;2018-11-27T08:02:00;;153
